id_zakaznik,id_zamestnanec,vybavuje_dodavatel,id_cas,id_tovar,popis_chyby,uznanie,vybavenie,zdovodnenie,pocet_kusov
358,170,44,50,366,"lrautb eieunNl ,btcte edosn csd .mseeu",0,1,u riiusm.ma tis Du,3
460,42,38,6,15,edrlqIiq euseic.sisrs unecuee l,1,0,"tnrates odb  qeo ,anotiriupnrauaolrt c",6
47,263,4,49,9," salnlnmri fs rgi sts,rruuna au. uipuica",1,1,"l uu n,rrruti stucdumea",4
270,267,41,713,194,"aeeee nu,ammseautdilcndde  i, fcul",1,0,"retoacuiaor rpsqa ,nt bdeuort nolatni ",6
466,273,57,887,362, cn. tcnere. uune aNtim,0,0," aes.rt, nn dSteuce",5
408,148,49,918,186,utnuanm sm upireunrptca  rsibteeeim.lsiumte mmeuVrf mf,0,0,nsiaisaua.ges dutivsprdiar.Dsi u r gtata Pergv,2
299,62,18,944,106,"s tceoi,p nr r gesdootuimteledatciiancs",1,0, qlltluuiPmeeees een.ets v,1
506,203,61,498,432,lee glicgalMaNtrse pg ar.smu  aafcuisnrneeat ltaeauoael,1,0,irltcgsenun atcucis   anp Udai.e,1
438,108,13,970,161,eguloe  ssa ailu.llnsiDa.elnatmmecuPl vqinruuo tluec lfchts,0,0,mape s.u eeosnte.bu rir nMqiuuriepm rq,2
275,242,58,756,408,aiitmacmla .i tsin,1,0,"s r.Se g  eescfiirumpe adsipdt ln,flihestaame eea",1
434,98,35,140,5,d opIuiunt urtmeieccg.n.nn smo,0,1,"uutasnestc l  afaerua. ,us ,t mctl uluibuisC",4
479,88,9,743,122,"hnsnia nerd  e .iaovssmgiitrc ,Dbui",1,1,ne tatldedn  ecbipane,5
335,56,53,443,367,v vutag sger  asrirastdiiudt.iai suagv.paDi,0,0,"u aq iaua tgsdi,lieslgaeuusm,eueclip a u cta tisu",1
145,277,65,846,312,"inai,gnal uast usnrl i. a ru rcfupsurmis",0,1,"lr ue.scsumuuufcl tu sut a erlrcp n uiselatnr,",3
344,221,66,393,360,"nunrn nsoo,, usc",0,0,"srel mrigah t r ut.uaer eaiet,pdneIsa,ha,tm s eertpr",2
507,215,69,360,49,ea.trNMa ls .etuuueii luus tq. spalir,0,1,r eprcsetpUt uomi i.mer,1
270,205,1,409,103,"u ocose gniee drccpiamtit sdotntleais,r",1,1, usiuenlcleNuoa ertsq tc,5
104,137,37,301,445,l  ltadu ei uDmoi a. ucsFmssietmeis,0,0,eteb sqliineotebha mn uiecuteeatsPtssn rrutiql,1
192,258,7,18,229,e rpssaicni aurno.   nouru.amnNMbic,1,1,elusm .sdr oociFed ,2
97,180,20,595,112,"anld. miitbtau, si Cn",1,0,uneelg Maifr.itr ua ilss,1
166,144,63,199,375,d eaaiItmne gnrg,1,0," Dd.o, ious isimsuir",3
247,126,32,676,207,lvcaNtun aodau assselpe.lmii.t nigM,0,0,"uun etne,,erpi tmorri l,t mut",3
463,186,11,130,169,"llumr eis.ov,s  oree,rterta ea Clpom",1,0,l euteuinmin ipupri mmat Vbsiss,4
48,269,13,835,5,"nfmuusr,lumaec ccadliaeumeeri,ou t  orm p m,denn",1,0,"ei elr.,mqonlNe iualcplntsr v  ecuttiua",3
14,182,66,39,193,encuiiatiu.duvarchtn  t l aUnc,1,0,i eat smc snctSersuiuf omeeriildqet isl,5
118,27,1,316,102,in.mtsonnepi  ru,0,1,"ro ibn spte  eu,hilloseo ii mrtatsrdssuton",6
292,150,15,658,341,ipilgniclgAciaslatiuo  .eae nidnilndus,0,1,tvu sradisatsr iutv gigap.aie,6
366,55,4,96,90,"lsttgei,mnsb basocl iau lf lenroaou ui",1,0,srlesseequee aulqs uedprcmr uc.sslNnuu ui ,5
457,9,17,177,285,"mq.uputmr teiur d causauspaielc uleDmio,a rtlr ,si",1,0,"oemtr nogiailrirpusfrenc.alDv ,ev e lm",3
358,115,38,106,51,iiDie  ne.o lodaicg cgtnlen uniaAcapgcranuvuiidsianlnsd l,1,0,"ctaieoalsrviuecCt,t taulu c pbt,ursnqul i st u.utpsmuesemtua ",2
460,184,41,794,73,diosl  voue tte,1,1,r cesuqclnaiNteol sue tu,3
187,137,58,378,312,sgssdinie um ue.sSeppet,1,0,eitmaciEirm mmp. d egnttudaia,2
5,109,66,342,213,usgarf ems iscmpatsa eead. ael atuest,0,1,"atedSnne.   uersct,",1
391,177,17,991,350,"cdree, i,lonc.eMmnpb iriteo  e",0,0,gsct lugFsa tpneqeuaarimeac as eutsa.i  ,3
429,148,55,500,205," ccilei a oamsbtrpuurre l,nasravlectou",0,0,edninnnmon a  iut. osmeo iiNi.rdm,6
412,275,60,481,220,"u,pilu aio tisrmmrsaate p ",0,0,"neia vsiaetlfoig,,lr p rtactesuo",1
185,127,60,867,239,"at ete,ais reuuslucdui t csm mrtmpr",1,1,sadaas dcgee  lei euana.linemmgtme  dsIgueuiuutarta,3
379,211,56,350,90,atramur il qam gbeCemvetu nulacuu .s cnC.,1,0,eeeuCuDeiouco crecl bi ls  seratnairt;pu,2
468,221,50,237,69,"ei horp ot seu ,ioru stsrbnildpemuso mtsanil",1,1,"u cdunlo ,qra csousniaeot,eet tecg",2
310,122,36,545,247,i iUcpd. etrntuen a ucntad,1,0,lidsupN e .oinome.Parlm lrr doa,5
435,67,49,313,83,"ami llt l,uusuiaciu csqaa",1,1,"damirdm oo eol srcFelse,uicvhlue . ",3
379,38,17,485,293,"a hte,e eliae   hrerattdhndrsrar,, ptsutimeper",1,0,"eI,emueamae. pr sitirtl nrsh ,regttua ",3
261,148,1,408,20,e Iggdnr teianam,0,1,enntoionrsPuc n D.o jo,2
418,21,55,520,144,vusm sllini.Pauourc r  eurdci,0,0," aomr .toa oliaec iocemeralscbr eModn,tt bmo,u",4
246,283,48,605,392,"si,alf c,si estvaeidi",1,0,"u vblseua .srmm s iuMsteucaatsquii,sl",5
180,140,37,897,435,"m r  omooeibms eoteua.ddc,olt,i",0,1,",lslenifuuur inecuntob  iede carta ,snpe,id nma,",2
11,6,33,538,36,mginenai u Ano.nnnette dneNem risi  aem,0,1,"pic pilt rretisganssuttoiee ,au,gmveco . lnD fe,aeo",3
330,229,29,422,25,"tere esuln ,obiulMq",1,0,mmmd rropim.N uetstapicmaeed  ,5
318,279,70,550,406,"uer e felimnu,dasercususe ctlic Num diutin. ,",0,1,"ctcmpiegacntueisnomites tai,a  ei d.letrE",1
530,66,6,121,323,ea  inInmdrgegat,0,0,esqtsbtsauoun  nneidt iipg eama,3
250,169,55,670,361,"rpbct Mn.l, ieieci n,deoeemro ",0,1,"n csalivrucsmluuue,rp teicossaiuDcome rthl   .t .Vrnc.lnNeeov",2
431,91,31,776,210,tiMt. slquuue.uuaseraiN il .rtesap l ,0,0,auseihNmPrCltniuu u  irru.ceallau.dltmds tb,6
387,4,39,536,76,smsnlf M ieseeMluaguaa snarseindicl. a tai.lar,1,0,"tnatmueem pioeml lse iv,mse eu",4
231,4,31,797,252,"cemiu  eesg in rrs,oleuttve ,tataqalunla",1,0,"aicsuttmpe rmteeese s.unicp, mdrcn neno  iunr ei",2
409,49,56,292,216,",mseetaci  upulr. emr,vdl alnluenNhiitacsi o ",0,0,"iiseol ln ava tsseveot elliouacs li ncacln invt,ss,dteas",6
477,144,14,397,277,q.r eIo uennaner,0,1, riu vliu n.aieNlstasduuicntlch,6
284,244,25,609,447,ism.scrsbdllo t Clusotaa iu,0,0,"cul,s hrnv.ir scleiua tn lomv usunet.l cuDa.tocreipe VmsrNeoc",4
268,127,22,587,339,",la.asndertee,pettov  maasa,eis tii v l ciel",0,0, iUncugn  ais nlt.iacsda tcurpee,6
171,187,33,282,318," dn iuvaincAdnatapsugarquidclum.catbn  ,ii ",0,0,"uvelu eme, samm lne ispteomiet",2
137,5,43,122,2," dm ad ufe linemculnticaee,daeesu,",1,0,tscodnnu  nis paun.rnucnmme u yioi,5
50,178,70,8,112,s iDeui ls immsi.taFlts m dceeuoa u,0,1,  i a.sidauiqalld Satiememudic,6
522,54,66,896,375,qe .uitmlauqaual   lmNnageena,1,0,a atcicga usqpme eeuFants al sisa r.guet,4
497,263,12,797,237,"im .nlit ti,ansdubaC ",0,1,"insiaetrstic s vduia,luitarl epsi cg,uuie mpn",4
77,113,23,315,392,"abavtmlusutsulms e ieeot ml,ric ",1,1,psm fege  mdlitlr eeaa.aesAucqanufais lislastma au tigr,6
148,22,50,521,413,a e iesbrtdevtpleirc d.n neva ndea,1,0,"ue eaourm ptu. luess rdtFrr e amutem ,srcoqmue",1
221,2,67,536,378,"raddel s isrlCooop.r ia,o nd",1,1," noc srauiaeole ,rMliar btmtc.beao",1
267,48,53,118,412, iulP.lnts l.abiuhihaleu tncndns,1,1,"fi  liccit gsuaseilsatlcfasasnm isuiu,eb aasf lic",5
369,48,15,147,317,"iueaai.nmeaN,uclnd   uaisS leltnll m",0,1,cpasmniaega.ihmsd  tiNra r,3
158,60,70,173,429,"s,srtdetuipaor t endulCime .lsit eeiorbtoarut ici ccnag",0,0,"et sm,sra eea tspmitc",4
191,130,40,246,161,"eu su oepmianm uteelisie uunl., aa Asrgmeud",1,1,o cuDd celuncneivnabp   dtdiattne.te iea.telvnro eig,3
256,243,4,964,91,"to rotcaoq gtuioEnmitesilaua duru  lDc ,.lotile",1,0," rr on.eriihtcuauu nnm  d msiauN,r,ntnredet",6
25,93,5,24,324,meaneus etius cAgdegaSemsdsann.pl.ins e rui u,0,1,"susinn palorsa os qiu tp,di ulenrge,uviuii ndcQa,a",1
93,282,55,634,198,"D esc p r,Qu.asp uueasusuitnlsiiqu a",0,0,.vm liP.a ealigrdorAaernqmi o  buiit,5
88,279,68,573,305, orlld .iPd.nlramoN aoui,1,1,"dinc,aNantusm  u adagteulaue ulu ltlas.cduS ie",2
207,80,11,489,174,"dahvi uelspssib u. Pt,al ocquaemira",1,0,"ounrosscnntqshi  eueo lcrm,asPni. ",5
87,51,65,184,274,a D .uiauoeed c  mFssmtil isltsumei,1,0,"liiu ulutotbseso flsrein ,b aloc",5
219,260,60,153,363,"eeittploaoacbcetllir.geeer,u id  isiitcoa ensEtmrn ",1,1,"crel e rn ,oitlue uemenlitesrratimfti",4
11,170,35,970,105, Pngudel ieaasr at.um voealdeSui,1,1,et.metqaeu  lvnu  esustplevle ruauieetPtC ls,5
494,255,37,639,374,e irnnpum.soin t,0,1,tu  eieimsuencsertttriqb stso neu,2
3,81,55,871,293,iucAl.n ec m.uetrso  cnimsneu .Die sanqNsgae,1,1," dasladPeu,ietsaale esp umllhe",2
499,125,61,655,121,rd.utipeomnniInnsu temccgo . u,1,0,usuidrslbs.ioas uarictq i uCslstmlos  ,6
285,227,43,177,293,eluil.vusilt ulni. P otqt aerpaNr.i,1,0,q risstseeuniadns  mepuaaeet qnetg.engviS eesntiu,4
289,75,69,167,296,"ab p ,dsii,adeumt",1,1,u ucauna lsatceiuiacntAa cqu imiliqtl mr.uiildrs,5
340,196,30,983,178,bor.csumisM .is uta er,0,1, anItsgaue erre Ae.nine  dehnenqtaroeenrs,2
413,38,7,584,163,iimrm .mtssupdoeinaMss g riga iuaDn,0,0," ouitmemtc,ico,. edmu abMo,e sood cr iobanrsealt m",6
18,45,69,947,225,a.tlses delaeoot semis m,0,1,tiellga aottaqA lumui.p.lavu r,1
232,260,59,944,165,tidmmnrebebsfeen mtuu. mu,1,0,"uccna  , n tcriemeerpsotsin eumdnti.i eun",5
256,166,43,653,66,sdPe.nnrruiioe otous erlnls  cosag h,0,1,"dcc uoceciueci  mih ri anrntteesuoot,raais nsbel",3
57,62,29,489,281, irgcfnupssuu.lac.a urutspmi e irisarqausltAgs  el,1,1,bamuiicor unsip irfi cs,4
310,162,10,469,45,"rclucouepuim,frseumloeaa,t  dmnu,mm  einn acer d",0,1,rosamietcpUru pmumecs.it i  t  c deraseueor,1
193,35,3,596,258,smi.lteeisuenrfu lrni t dap  meugcedunt,1,0,irmsio tt.bthani c  eU,2
62,33,39,674,93,rDeirptociono.tdr nsmeemmlleo etcnro it uthod ,0,1,"tunt,aesp p etenosuisneinma usgtcdittba rmsrn a rei",6
263,77,52,499,10,l. eneasslsdteeeu moueA iepsltiinsauelq Snt,1,0,rAiq uiu msl amaurividg ma.at,3
75,118,34,725,253,mumiepnl mfitemtrnu se eu raaneutuimr.msbucts eVirf pm,1,0,"lclesanuvinu,, qnuuolta atrn ccpoat tuu due",4
435,119,22,887,210,"ste,lg e i.luaupum",0,1,n lPeamhqtlq aure.mabti tisnbeueo,3
172,42,13,555,155,"ascttnle ou.tpoPs naubjusrum,.,sdne iu ru rt",1,1,"rpmtuor s uiecaia noys  nstsnepoaoe,anhi.bMecr",4
127,134,35,854,322,a eatnmnititress pd guir,1,1," et liimsratirairltns e elunulupsifef ,rut mg",1
14,125,34,79,130,g a sumsF uee   utmecpeetreesrtutum.rre,0,0,seC  iuoet oqsuan b.tspmltaueciniscu,2
245,1,39,125,300,l ssu Fiamcs siDe.mladoe m tiuti,1,1,iems bo.a orh rttoirtn tci,2
331,281,49,285,361,uin aMt p r.isenanurseitovpit u muir sqsi,1,0,emugAene.enIst t e an,2
261,63,48,316,70,"epmdce sedaetetoael.d, tglgriSituucm.au  Se ,e ",0,0,"tsta,eaug mtsoru piu igee",6
441,95,9,154,136,cst.nNcemmninea aq u eseilg.Au ,0,0,urnsm ttelsiuonV obu e,2
17,223,42,165,16,rcsl ulqaigropdi u aanpiatiMi. st.erihamb mihneAse,1,0,"ugc, e ,ectuptm aterdalie",3
279,55,32,759,49,ag maeeuaigms  uPlareitenldu .ntnr,0,0,"t emtle m n s n.eoenmtIo,eule oDulmu.ermcr",4
473,136,17,460,360,tnneadaggIie  rm,0,0,ctprtonuvsuiilcn oDrilus.  eatu Pn,1
454,91,69,205,401,"mibaPuac,selueai aqrlvpid us h .tso",1,0,"nut  altrlueuaselC,s. lu ",3
328,4,3,599,232,"blPlr ii mmalalhsnseous e  au,i,cemsauucrqaua",0,1,us qilnu.a le Nqeea Amunliul,3
232,111,10,479,406,"aglemr iec,m,adc tinatpa,v aes tuen  tugne.ea",1,1, isa boCmmiqea sneenan uuts ttip uscgiisod,1
18,29,48,766,209,i.esspuSedsgnm isetp ue,1,1,seSicmsdn sooonstnci epmN em.noeuru lduptno. i .ndliuii dmoscul,5
198,85,25,420,48,tienmgac e emuacm srt isneal,0,0,s.uiprueerams sd c oo,3
181,200,36,426,326,naoeql itls ubtenran.Pinuhmbo eq taem,0,0,"sEnilt coucce de estgitaanttemi .i,amreip",4
75,162,53,464,253,"eienltaumus tip ,vs",1,1,"n,dcln,  elscnm ssneio Sutso uro, nnu",6
491,168,66,122,214,"odetfo eesltt eiq  asuanvceuqii,li,,ieur ct,a rrm",1,1,"lcna nctrmaislqen tiu uamnd,uitcr, Atniaoe aeutt c ns",6
512,176,6,994,253,"cnluls a icfau ,mulaaifscsalisscsg fat biiiie",0,1,tuillCr .hNartuarutd ib.mna iPsuseuec dllum,4
368,225,64,897,26,fuaesem eatscunasta rupmi   ltdase,0,0,"i,osllgtue elemo r cselmt",1
371,14,42,659,261,"rrlts r soa atep,ace cuiblolieucmruanv",0,1," pseiaueoattllude tl. ,h uauosvP",3
380,16,9,642,377,aceso urc  atrc.i,0,0,oa.tsgdeastptueeaei Naalsucea ls  i Migmlntav nsnrr.reo,2
310,95,45,683,314,peimo a sored,0,0,"m, f aaiaalsufsfblsi c teilcsllai osniuugiesci,",3
267,18,51,576,366,lshslP.llnannttcihieuab   .niudu,1,1,"er  dmovcmrose .luuh icsale iF,oeld",3
52,229,20,929,70,aovtn eul.qtril  Psl.tii auripuN.el,0,0,"ntsm etli umsloeescuemeu,,umlp  ",3
6,48,69,216,374,"dsceealiev,lt  .i  ,tasnaairlpva  etmtieo,se",0,0,liDsam niotseifaottnci.nle frDuecg   uge,3
8,111,62,421,404,ai nisiluuMt.gNladtsvm  alespn.eoac,0,1,"fluc iaises,eotentiq, lnlal,enes pi ",1
210,83,1,386,85,esPlnt.lcui slhaiiubnn ldnh.ut a,1,0,"nlaetm..elldieielAr Na a ueumlugu ui  nssa,ue io",4
125,172,67,741,75,"mrtt,u.nuamel.u l  dieNs",1,1,paItipsrnemoi nedrinar . ee,2
352,216,49,650,324,tsauetiD mis ,1,0,u.sgarses mtsaetapmudefaeae  ls  ctai,3
266,44,60,181,137,o.m ilrnarrcuos a stcMueoe  etjburtaeu ,1,1,"  maibissaaepurdtga ,tdiv",4
137,140,50,653,263,"uocoirme,e arusceensscc e uotd ritt",1,1,"cc,ltutnteo oIit.rteaegr odiuriaaernbui  essc npe.d regm Citertts",3
292,234,63,547,211,creslqiiueuseq.s i eneelud csIr,1,1,s amrmpla.sets aa  eqitglueiefA dmacsauuate s,5
92,102,41,20,21,a epienquals utmv ,0,0,fsCsaec dd.utsrmeuroilgeo   slm aclipni n eiSideesanesiess.t,2
484,64,23,802,389,"ltseul,lemisilet ni pmqoes nlluuesd , e",0,1,"nouu r iscbabttiel ,loo efisulsl",6
3,178,56,224,235," e uimttilmso odrsa,p",1,0,r t.Cbhletm uPinuatscNl .uuuiaarlsdermu dli,5
383,253,55,842,166,smele  q .eaqFsnutaee rueg.i atu spgsnactuai,0,0,  aaulrtNs Iug diuanha.natmpc.rnn.i irtle otccn pue,6
224,194,43,405,114,er.acc r taucsoi ,1,1,salCssi lt iiiquod uu.so srssbcamu trl,1
272,166,28,48,315," nai  er taattdgecisletniresEolrbetue oilcpem.,cioi",1,1,eorulssi abalo fq tmi,6
156,145,42,138,184,t v elptmtpea  euts eueisl dareuCa..v,1,0,"uatduoi erntpel rns  .rmcaieuuuit,ssrcsmtn",3
267,186,19,115,408,r .a ruiu obnusienqq.eM,1,1,tt s crstt s aohiirtabtio. mtegnoi Uri,4
369,209,55,398,263,"vcu ash.sPatqipruulb u.,  leam miioesii aqdads",0,1,idu.Ilr.neNphtanptnsrm.actuia  t a gl ra incoecn uu,6
327,8,50,777,381,g hseironnuriol csslat .s uono ederP,0,0,merderos  nriaieaI .pepnnti,4
256,69,40,547,432,es aluluas S.tuNac luedauu mg laead,0,1,usitn cNdmou iSa.leid nsupfiiidotasessocl nclm,4
354,79,17,212,8,etuitsa aMosu.c ssa u.lrl eu iemqenacts sNr,0,0,"ueri alesotsnsienrto mi uort sto ldpibh, s",1
358,139,59,691,235,mipts ruinempais ,0,0,"ttp etdc eietncgae. ,ltioseiusiarmEamin c",5
318,124,28,839,103,sis iesnmaa uiltpAarqrgcug s lai.f eltemaf,0,0,"enycnro nmtnoth naroblmladgi,fo i u,o,buoi  s",3
6,47,64,187,15,d.eee  StuSn egdeqe,0,1,sseitA.ugo ena  nneI m t.n niimneeen,1
241,215,1,679,236, ncunuihiae  Ualtt .udavnitccr,1,1,iis  n. bamceetuquutasulrmbanresuuVCcsama ,1
264,84,63,506,397,t uusscaatlr   s el.ooiPuis.esrmnaDhiem slFel,1,0,"t minesnrvesa trplte dso,muuid oit .unsPsa  crlnicurirue",4
99,85,27,572,432,",aqrdcuirtueioi u,etvioctso n,aae l  s",1,1,.i epVa .lr ulugdlsrnps uvauulsiltemAta at.ao iqatiaummvobie ,6
483,118,36,684,396,"rst u usuavcpeeidaltem auet, ntp uimr",1,0,ncqiautaabVu suaeueri C n.russtlcsbmu mema,1
222,243,27,918,365,. uuti elurNslap,1,0,"easpi,itr dsi rn nugisiicesuclim a",4
93,87,62,639,126,Nliuum sistspi.eaessl gnStda,1,0,"coei usn iuatcllbtstc isu uofdsi,jaul",2
166,188,11,185,12,rasr eeinoe.s o suc deitpnceanucDmit,1,1,"tor l eoorcaleprrrcanb ,mrualt iuoa,e",1
475,153,9,643,447,  smicr s.oouame burrilMrtru,0,0,"per eldera  se.taeih tInp,utetrsrr aauiermhmatsg,  ,",5
213,164,24,345,374,"e,mac ,eiodsuu ",0,0,"iiuu.reds,Dsl uurutomsmpa acra   rimtlpce",5
147,171,39,688,298,"lsrurm .its ,,ea oorrelee vo mCteapl",0,0,osptbc ue ltuia;uclrc Deirn so aeeuCiree,4
356,282,68,300,160,maAugqaruismmdiai rv.t alu  i,0,0,"aeotlsllti tq,eee llbesin,ept tuuree rlieuerotq s",6
175,172,55,903,68,mosd acs thsoneuaueor d.lg rie,0,1,"tt dlierscm ecpt evn li uuau muapulan,unsun",2
34,126,5,764,228,cit ls.foags eDeisint,1,1,"t,aetedNS e.uctnrsuc nn   u",6
126,5,38,840,258,u toelcouedc D. aitnsiqulo,1,0,"tn rquooetsupQit.   uunurdlteeiN lespoe ee tl,rscccs",1
523,253,64,381,410,"leugp  ueuetrrelal  ntee rpns,eueets mn,mimoisoe",0,1,tsaiss ocge.m.eieDes  staru nt,3
100,204,6,630,198,"a omai,nocin cegd s t.eauiu rutn,fD",0,1,"dvisrba  gatmadipt is,eua",5
167,127,35,995,201,.r abisiMurem cst. ous,1,0,"orlnQ.rsmvPqssts rn.ui isa  ucumi  otdliel u,unsinuecee",6
457,175,11,934,273,nian f i gi mu.lnsilQesisrdlmeiuqoe.u,1,0,"omeveeu tl,mm nleia ti seepmus",3
62,97,1,808,76,  ellr rr uuevrdn cuPmuasutcinii.sue asoc,1,1,"dn.mcer neoc d,o ,ussoui ilFe",6
385,100,7,40,56,t.rt nseareebsuutsnsleang eu b airlutecCosi.u P rcd,1,0,senn.tlaagaNa l iommu u nlgl,1
297,252,60,582,300,"  tcndchuei,n,ueascsesnii  n,pteesrrrertou",0,1,"fbiouitctslu oiesda, jc  suauilucltns",6
80,141,53,968,49,eehic ndn leuqtutvn.Puelicetasil,1,1,apuqilucuvrv aie e asQrelt.i.st,2
520,192,44,314,376,eStssin.tsNiei lua usmpsgald,1,0,catrg ae Fm i uce.lis gaqaeuas pnesstatu,3
274,190,2,892,428,aqetmeidi.S  adul,0,0,snrinm iaeVrs itmub mec.pul tefuepsrmiui  tnuma,2
425,54,14,847,275,Cansv arn.llmal csolgvic inaaos,1,1,"sus iiu t  mrte usmsu.eic,tarrelr,tu",6
170,128,11,287,56,otod enrPig. ioe,1,1,eeSaeesl.dppo.susdusr il lts enc rus lfiu dos,4
86,204,24,841,232,bjau  irMo uusrt  .meretlouseancet orca,0,1,"nubueitll tsobotsi, f souoj cael ulsir",6
216,70,19,621,201,ucDaoii hsssl PltsaFel ue saru isenmm ltreo..,0,0," merimel i,fnttlselfresitli na g r turupaiuus",1
521,256,8,883,394,o.lnomDd rmiceer pt hteots tontmeeriucdnri loo,1,0,"aunoryitrn,l,himgfosdloa  b  cnn oiunebotm o,",1
207,267,7,732,112,ruMarlmoaebo tt nsciau so ejru cru.tee ,1,0,"itifs penul t,ne ca mrcniisctli,gsadui,o s o",1
395,44,61,184,430,uarn cuic tssN. a,1,0,"iseuqus oln,tpoo uN etd.l uecperrQncit  ltcseeser tu",1
427,196,28,5,450,edvo uamga .carrtieiiE amlts,0,0,"pus  huaitv uoou l,leastedlPa.te",5
259,47,68,760,397,eouuMs ereinrlbcs.aap ,0,0,equsal imasetciu caetauresag.gn tFs a p ,4
218,148,2,550,187,s tu gu u epetoteuilrtreolua,0,0," nrpiuaeurcsiducpis,g vlsiaaeisn mt ei ui,ltt",6
429,103,27,537,250,rnceuniu ted .cUanipta  dt,0,1,"sida erunirpus intciieic isa,lg sm",2
473,102,36,190,40,aedromp iso e,0,1,n.n nr s.lt Ni ctaelca u nInmtptauerii .hgupcaaoudr,6
68,55,48,678,399,t ilaisncMecaaeiqddiae s.a u ilemudSm a,0,0,mv.u ausuuipretstsiuMscagl   mnrsmeabui ,3
54,3,6,403,157,ue lttcsimamnemer.f irum sbtueaif etmpursm rVmpuinen u,1,1,"seaua.esu huo,Plidoutl ag  e",2
290,147,53,542,401, Cmaas sv nolvclaoalnali.rgiscn,1,1,"ionre soipr obutau mteols lrsi,eid tntss h",6
142,197,50,401,294,"afvcit isie,c i.llersaludPa h,sei oss",0,1,"r,emtnroe uu tt,iipu,tlemn r ",5
337,4,37,683,287,mn cetsu lruen  islnuptremiedd,1,0,"vnlo. te.sNvrnrsuehlcoc.Dr uecse,u piiinttmlcV erouuml  sc aa",4
388,276,56,958,202,ini mrdauem.gleisnoifl ,1,0,qnAqauululinaN lme l s.iue e,6
242,175,63,448,130,aceain eiscuenmeta lrmm tgs ,0,1,t.Adg ei s.ie usneeoetiamme ntiu  ennnrnnm,6
438,279,23,790,227,s ieoaqla.iecn  cvdunauemtmr ,0,1,"meietia stuap,nmoirc tli reei ulQ,r eier nymst elotruidneuq",5
44,185,4,210,66,nhsbco.oivsiloc. st ler.a tuVuDuic em tsnorsre,1,1,manoenoNrmirgaoiouonsDmas   mng.cot dccdi  t,3
126,168,42,639,389,uN see. S odream,1,1,"bnnueec u,untets.naut rPlavIgnealpuh. llsi dlhi itt",4
121,262,40,257,175,rni t.tdueiceicqaunnadnn uiuQ cts e  iUdpttu,1,0,",eree lsorolr ems pnpe,tsemt uu anueueinlmi",6
84,233,60,630,362,tueloonass. dhucdmog i  esarer,1,1,"aspl.ru csomsdl,itrmimpea cuau  iDueu rrt",2
126,234,49,369,261,"t.isn aagceelol i aeisedc u ns,eStged",0,1,tnuuaoaacileu.t V eenmrDsc  tb,6
26,44,37,462,277,ggent inde c a euuudttuieui,0,1,vr Cd apduaugeined.n cesm ,4
349,50,36,191,124,"sgtiaecd  diue s Ssanagc ,l.eneoitlee",0,0,gdesn edcpu irvC ae n.muda,1
274,54,45,270,92,seipudrCas a al.srt atticmgitc,1,1,"nhmt vc dioingi aines,abe rD",3
516,134,30,597,286,"senu  erpet.aedqP,si",0,1,"o numuir.t lc sohnqnsec,eosa Prnsi",2
71,153,61,446,139,"rSei gmlsc at eoucpd,d.aetgeeuiel a mte,ut.",0,1,",oaqhanbersrprorlmAt ieera.iatluibeinhel   m o",6
406,133,66,816,435,. Sddml eqiaetuia,1,0, uiriig usualafpmsrl arn,6
175,192,49,328,370,"eeetr s pro,nmergneteeul ,i unt eul miemssulopea",0,0,snSaan reet n qei seneigu testig es.sanuuveeidenpntqaemA,1
60,52,47,71,233,"ual fui,stnm icutatlbut u us.sa e,lc",1,1," es rCtigicineeu ieceretrrtun ,as.ldptarmooiueego  nt .btItsdcrat",5
266,128,13,219,311, rcsa tcuo eci.ar,1,0,"elteuietsgali mttl ,iiiv. iced lPessqunrsne",2
302,246,49,177,32,t rtsto tue eulrli pueuogeau,0,0,"etilrmt uet miiu,locefreeri  trsalenn",1
424,263,6,349,26,it eaerpsioa cuttopsnlosidtii nsinredma. guilsceimcnii  Me,1,1,eaimnetsn trse s eiblelmd.liutuoi asalM anados m l,5
466,120,64,88,188,ar.liuq  lctn sicleaeeepuq iua ihboQrtaiurgste r,1,1,qdle se P uhapt el onbamuae.ubetai suPimsqaiinmtrssibhlaquld ,1
100,180,23,265,161,a ule lutuuseeg,1,0,"heoeeritdtnnn,uumeru ,trr t pmi r",5
120,184,13,798,140,uDtaenc mrctm oceni.d on.ua,0,1,pegi  m soeqnu mcdnustbtsioau  itiaaisnseC,1
117,180,66,168,215,"cvgvul a  amnus a,alnnasllaamldoeeil,",0,1, d soneahgnvl a ucs.ebIt iul  relulatqhonr.gieaiePmeroilal,6
39,178,26,581,145,uoe  a auculitd Fiemmii .ssDsl tesm,1,1,sqtltpnteee  uespae tlume.ivlumPut vuleeis  u,3
267,120,11,836,103,ai nosMnrus ru.m tsnipe oire,1,1,sirciaretpas  rl.Cuimtt saagas,1
429,183,26,330,428, lrDuommtail  etsF la.Peolie s shsruina.csuse,1,0,"qluimmniseeduletoto esleellstl,sil,ridsi pe qan e us s ut",5
210,77,19,368,232,maug el  m lqiaeaqNl.annateuu,0,1,"n usee qclt.,betiesocubulnrds emsu  dt eaiN",3
438,17,66,979,223," rroooedrnuts esti ccai,meecuutesc ",1,0,DmtNnnspoaogu .rlo m anlirtettocen a ,2
