id_cas	id_tovar	id_zamestnanec	id_pobocka	id_zakaznik	druh_otazky	text_otazky	text_odpovede	uspesne_vybavenie
95	341	1	8	317	filmy	nibh. Quisque nonummy ipsum non arcu. Vivamus	vitae semper egestas, urna justo faucibus lectus,	0
234	154	116	7	499	filmy	mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin	risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi.	1
301	424	231	9	486	filmy	eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci	dictum eu, placerat eget, venenatis	0
88	3	135	8	282	kniha	Curae	 Phasellus ornare. Fusce mollis. Duis sit amet diam eu	1
192	409	36	7	525	kniha	eget, venenatis a, magna. Lorem ipsum dolor sit amet, consectetuer	lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis	0
907	63	3	5	260	hknia	quis arcu vel quam dignissim pharetra.	egestas, urna justo faucibus lectus, a sollicitudin orci sem eget	1
921	435	156	12	150	hry	massa. Suspendisse eleifend. Cras sed	eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna.	0
208	237	171	5	347	kniha	a, facilisis non, bibendum sed, est. Nunc laoreet	DoaaluDeinme oid rtt eofgceranaminlses ni . enl tf.oiuus .tntgVm c voa	1
610	98	234	6	466	kniha	mollis. Phasellus libero mauris, aliquam eu, accumsan sed,	Integer vitae nibh. Donec est mauris, rhoncus	0
454	193	157	7	456	filmy	neque pellentesque massa lobortis ultrices.	et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu odio	1
748	48	42	12	105	kniha	Sed id risus quis diam luctus	augue scelerisque mollis. Phasellus libero mauris,	0
283	270	263	3	291	hry	Cras eu tellus eu augue porttitor interdum.	raqUuc pcutueeeeis orai m.r.t sn cmtee rp 	1
658	203	45	8	379	filmy	vitae purus gravida sagittis. Duis gravida. Praesent eu nulla	vitae, aliquet nec, imperdiet nec, leo. Morbi neque	0
620	108	172	7	7	haink	vitae nibh. Donec est	elit. Nulla facilisi. Sed neque. Sed	1
832	392	146	1	488	kniha	vulputate eu, odio. Phasellus at augue id	arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt	0
608	150	238	12	508	filmy	Proin nisl sem, consequat	aliquet magna a neque. Nullam	1
914	332	63	10	496	filmy	eros non enim commodo hendrerit. Donec porttitor	dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non	0
882	50	21	8	512	filmy	Morbi quis urna. Nunc quis arcu vel quam dignissim	Curae	1
765	102	163	10	80	kniha	quam, elementum at, egestas a,	torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam	0
871	253	269	8	464	iyflm	magna. Sed eu eros. Nam consequat dolor vitae dolor.	ac metus vitae velit egestas lacinia. Sed	1
280	306	45	6	146	hry	dictum cursus. Nunc mauris elit,	Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh.	0
604	68	245	5	518	kniha	natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat	1
87	103	118	2	222	hry	sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero	lacinia mattis. Integer eu lacus. Quisque imperdiet,	0
584	313	98	10	144	hry	r.alilti qspggifmea uleia n Asasturc	ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae, sodales at, velit.	1
172	125	67	1	68	filmy	tellus lorem eu metus. In lorem. Donec elementum, lorem ut	pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia	0
833	435	207	2	132	kniha	Morbi neque tellus, imperdiet non, vestibulum nec, euismod	luctus et ultrices posuere cubilia Curae	1
351	435	245	6	93	kniha	Suspendisse ac metus vitae velit egestas lacinia. Sed congue,	elementum, dui quis accumsan convallis, ante lectus convallis est, vitae sodales nisi magna	0
428	374	13	9	194	hry	eget magna. Suspendisse tristique neque venenatis	hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium	1
762	401	184	10	519	filmy	ipsum sodales purus, in molestie	ot st iplr e,vP iu.ortsDc.toisru nleeua	0
895	211	12	8	236	filmy	mauris. Integer sem elit,	aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non,	1
246	115	236	9	212	kniha	imperdiet non, vestibulum nec,	lobortis ultrices. Vivamus rhoncus. Donec	0
530	386	214	9	250	iymfl	nibh. Donec est mauris,	Donec at arcu. Vestibulum ante ipsum primis in faucibus	1
471	407	269	5	406	filmy	pede sagittis augue, eu tempor erat neque non quam. Pellentesque	sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue	0
929	78	248	11	100	filmy	vel turpis. Aliquam adipiscing lobortis risus. In mi pede,	magna. Ut tincidunt orci quis lectus. Nullam	1
534	154	275	1	234	hry	Pla .rdiut,berimsud.mittua  tceuue rmuuNl s.slCa lhn	facilisis, magna tellus faucibus leo, in lobortis tellus	0
563	118	164	8	217	hry	porttitor eros nec tellus. Nunc lectus	est, vitae sodales nisi magna sed	1
25	198	187	1	210	kniha	Phasellus dolor elit, pellentesque a, facilisis non,	lacus pede sagittis augue, eu tempor erat neque non	0
739	76	239	9	26	filmy	sem semper erat, in consectetuer ipsum	lectus. Cum sociis natoque penatibus	1
691	191	149	11	240	filmy	sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero	Cras eu tellus eu augue porttitor interdum. Sed	0
376	42	215	12	276	nahki	molestie sodales. Mauris blandit enim	libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae,	1
3	238	12	4	228	kniha	dui lectus rutrum urna, nec luctus felis purus ac tellus.	mi. Aliquam gravida mauris ut mi. Duis	0
937	73	112	10	170	yrh	eleifend. Cras sed leo. Cras vehicula aliquet libero.	sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi.	1
126	39	256	2	451	hry	faucibus ut, nulla. Cras eu tellus eu augue porttitor interdum.	Aenean eget metus. In nec	0
437	314	111	6	471	fymli	tempus scelerisque, lorem ipsum sodales purus, in molestie	Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a,	1
133	245	99	7	384	filmy	Mauris magna. Duis dignissim tempor arcu.	fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit.	0
417	50	250	4	384	hry	Phasellus dolor elit, pellentesque a, facilisis non,	accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi	1
663	37	39	4	300	filmy	sit amet, faucibus ut, nulla. Cras eu tellus eu augue	dignissim. Maecenas ornare egestas ligula. Nullam feugiat	0
808	16	29	6	451	filmy	non enim. Mauris quis turpis vitae purus gravida sagittis.	sed sem egestas blandit. Nam nulla magna, malesuada	1
980	391	95	1	348	kniha	dui, nec tempus mauris erat eget ipsum.	sem mollis dui, in sodales elit erat vitae risus. Duis a mi	0
663	383	32	10	223	filmy	dictum eleifend, nunc risus	arcu et pede. Nunc sed orci lobortis augue	1
527	132	122	1	212	filmy	molestie dapibus ligula. Aliquam erat volutpat. Nulla	justo faucibus lectus, a sollicitudin orci	0
194	404	267	3	246	hry	Donec tempor, est ac mattis	mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing	1
943	183	138	5	297	ihank	montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse	fringilla purus mauris a nunc. In at pede.	0
121	314	63	3	102	kniha	amet ornare lectus justo eu arcu. Morbi	lobortis quis, pede. Suspendisse dui.	1
108	190	87	12	277	filmy	eu neque pellentesque massa lobortis	tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis	0
758	305	138	6	113	kniha	montes, nascetur ridiculus mus. Proin vel	vulputate, nisi sem semper erat, in consectetuer ipsum nunc id enim.	1
489	121	188	9	142	filmy	eleifend, nunc risus varius orci, in	penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse	0
699	127	9	12	253	hry	t  ,nsger alieimclnoelao irigraisn,f itdicppafistM	velit justo nec ante. Maecenas mi	1
412	32	141	8	516	filmy	quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed	posuere cubilia Curae	0
476	44	107	1	102	filmy	natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	Integer vitae nibh. Donec est mauris, rhoncus	1
275	172	260	12	283	kniha	leo. Morbi neque tellus, imperdiet non, vestibulum nec,	Aliquam rutrum lorem ac risus. Morbi metus.	0
947	284	162	8	89	kniha	magnis dis parturient montes, nascetur ridiculus mus. Proin	eu lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum	1
340	313	137	3	100	kniha	eros. Proin ultrices. Duis volutpat nunc sit amet metus.	justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis nec	0
867	344	277	9	260	kniha	venenatis lacus. Etiam bibendum fermentum metus.	est, vitae sodales nisi magna sed	1
313	216	83	10	254	kniha	cursus et, eros. Proin ultrices. Duis	consequat nec, mollis vitae, posuere at, velit. Cras	0
623	382	149	8	474	filmy	uulu clg ip ateatats uusiiuiaai, as gd,qmlesec	senectus et netus et malesuada fames	1
200	392	137	8	38	nhika	nibh. Donec est mauris, rhoncus id,	dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum.	0
977	407	245	4	86	hry	magnis dis parturient montes,	eA mg Dm i .nentsspnNrpaetmr eg.ad ihovrostcit i en  tac sombmisid.eto.iedeasmna iI puaaenae	1
415	170	279	4	156	filmy	egestas. Aliquam nec enim.	r Aa v isum.alaq itmuuiriD.a i sugidmm	0
634	130	279	8	64	filmy	amet, consectetuer adipiscing elit. Aliquam auctor, velit eget	orci, adipiscing non, luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue	1
139	49	193	4	341	hry	.lPngucev aotueauotpa leulsi,eluhuvug, e uaa dee,io laqt s  t	justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis nec	0
109	238	93	2	438	hry	scelerisque mollis. Phasellus libero mauris, aliquam eu,	Nunc lectus pede, ultrices a, auctor non,	1
516	212	77	12	114	filmy	Duis cursus, diam at pretium aliquet,	mi. Aliquam gravida mauris ut mi. Duis	0
529	330	112	10	531	kniha	massa. Suspendisse eleifend. Cras sed	Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus leo,	1
289	353	189	12	260	kniha	vestibulum massa rutrum magna. Cras convallis convallis dolor.	Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae	0
915	443	53	3	445	filmy	orci. Phasellus dapibus quam	justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc	1
948	187	163	7	443	filmy	sapien. Cras dolor dolor, tempus non,	a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis	0
511	417	121	2	114	hry	iaculis odio. Nam interdum enim non nisi. Aenean	massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in	1
924	108	95	3	412	filmy	consectetuer adipiscing elit. Curabitur sed	est arcu ac orci. Ut semper pretium neque.	0
966	338	69	7	422	filmy	sSueuie e usdsu smsepilntqaur,ts c	et ultrices posuere cubilia Curae	1
69	364	242	2	230	hry	Curae	 Phasellus ornare. Fusce mollis. Duis sit amet diam eu	0
390	329	81	11	504	kniha	vitae purus gravida sagittis. Duis gravida. Praesent eu nulla	enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros	1
201	39	84	1	52	filmy	metus. Vivamus euismod urna. Nullam	luctus felis purus ac tellus. Suspendisse sed	0
787	439	221	6	101	hry	Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer	Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat	1
269	428	69	11	521	filmy	eget magna. Suspendisse tristique neque venenatis	inunt bp	0
510	79	276	12	80	kniha	vel, venenatis vel, faucibus id, libero. Donec	diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla.	1
669	152	213	11	280	filmy	quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed	tellus justo sit amet nulla. Donec non justo. Proin	0
47	336	37	3	385	kniha	malesuada fames ac turpis egestas. Aliquam fringilla cursus	malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed	1
306	150	79	11	108	kniha	nulla magna, malesuada vel, convallis in, cursus et, eros. Proin	tincidunt nibh. Phasellus nulla. Integer vulputate, risus a	0
467	251	32	8	181	hry	rPun . osCeueiqiiae cnstte oumda su	augue scelerisque mollis. Phasellus libero mauris,	1
486	170	229	7	498	filmy	Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla	vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque	0
57	135	216	5	358	hry	feugiat metus sit amet	posuere cubilia Curae	1
987	167	72	12	13	filmy	nec, mollis vitae, posuere at, velit.	pede. Cras vulputate velit eu sem. Pellentesque ut ipsum	0
801	24	260	2	360	kniha	n eelo eeees   l urcnfI.mttsmieDotmuu rgmmueln.olet,a u ale	aliquet odio. Etiam ligula tortor, dictum eu, placerat	1
363	109	247	2	35	filmy	Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh.	tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis	0
663	150	277	12	194	hry	Morbi neque tellus, imperdiet non, vestibulum nec, euismod	dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent	1
254	431	272	4	315	filmy	at pretium aliquet, metus	ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae	0
299	120	134	2	155	kniha	quis arcu vel quam dignissim pharetra.	elementum, dui quis accumsan convallis, ante lectus convallis	1
637	178	151	4	512	filmy	laoreet, libero et tristique	sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi.	0
100	130	265	9	6	kniha	turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque	Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu.	1
664	209	268	9	124	kniha	eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer	sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin	0
906	350	92	2	289	filmy	.DgNaa ias..mtur sauuuiubccnesnui rere   s.   iDmsptMcorcseos	diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla.	1
938	150	105	9	325	filmy	lectus. Cum sociis natoque	sed libero. Proin sed turpis	0
954	349	186	12	126	hry	nibh. Donec est mauris, rhoncus id,	augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus	1
59	101	183	7	220	kniha	s Meps iinotosen uurr ai.rmn	et, eros. Proin ultrices. Duis volutpat	0
476	3	121	3	444	filmy	eros non enim commodo hendrerit. Donec porttitor	quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna.	1
96	231	165	2	145	filmy	Duis at lacus. Quisque purus	aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque	0
483	276	138	1	351	kniha	Nam ac nulla. In	uetssgi  nl .rPs tu d   dlet atcu,ubPjrnean.tinmr suueo.erruissstiertrpeo bsurcauoC	1
63	383	234	11	458	kniha	Phasellus elit pede, malesuada vel, venenatis vel,	massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt	0
795	348	259	10	290	hry	aliquet, sem ut cursus luctus, ipsum leo elementum sem,	egestas, urna justo faucibus lectus, a sollicitudin orci sem eget	1
411	251	201	8	260	filmy	ut aliquam iaculis, lacus pede sagittis augue,	Aliquam rutrum lorem ac risus. Morbi metus.	0
611	201	7	10	382	filmy	metus. Vivamus euismod urna. Nullam	 enisscum baerbuu Vnluiuisfipa pmmsi.c  ttruai	1
76	102	59	9	47	hyr	sit amet, dapibus id, blandit at, nisi.	hul .alu lupe,eameuga  sieuld eldest laeiPauet sdus	0
473	190	139	7	135	filmy	Nam ac nulla. In	vitae semper egestas, urna justo faucibus lectus,	1
906	176	222	2	266	kniha	at lacus. Quisque purus sapien, gravida non, sollicitudin a,	congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit	0
241	180	223	7	121	hry	eget, venenatis a, magna. Lorem ipsum dolor	vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo	1
498	103	127	7	453	kniha	nibh. Donec est mauris,	vel arcu. Curabitur ut odio vel est tempor bibendum.	0
627	8	107	1	241	filmy	magna a tortor. Nunc commodo auctor velit. Aliquam	lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis	1
519	161	47	7	165	filmy	gravida sit amet, dapibus id, blandit at, nisi. Cum	aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque	0
284	405	279	5	509	kniha	orci. Donec nibh. Quisque nonummy	congue a, aliquet vel, vulputate eu,	1
168	323	251	8	409	filmy	quam, elementum at, egestas a, scelerisque sed, sapien.	penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse	0
310	91	252	10	533	filmy	lobortis risus. In mi	fermentum risus, at fringilla purus mauris a nunc. In at	1
576	95	58	7	416	kniha	a, malesuada id, erat. Etiam vestibulum	mauris. Morbi non sapien molestie orci tincidunt adipiscing.	0
213	125	189	6	117	hry	ut eros non enim commodo hendrerit. Donec porttitor tellus non	laoreet ipsum. Curabitur consequat, lectus	1
335	133	28	11	505	filmy	D ssetomc etutrenuumlme u l r ee eoleo.lt ur.mmmn,Inllo ee	turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in	0
806	65	121	3	242	filmy	est tempor bibendum. Donec felis orci, adipiscing	fringilla purus mauris a nunc. In at pede. Cras	1
805	434	194	4	294	filmy	eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam	id sapien. Cras dolor dolor,	0
494	127	171	6	202	filmy	Nullam lobortis quam a	 aeu.ei udeluvmteupaiumee lpters.uq s eP lpntvl Ctetess 	1
422	450	103	10	297	kniha	mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam	ultrices iaculis odio. Nam interdum enim non nisi.	0
922	151	223	8	8	kniha	pede ac urna. Ut tincidunt vehicula risus. Nulla	adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	1
277	417	171	11	16	hry	augue. Sed molestie. Sed id risus quis diam luctus	parturient montes, nascetur ridiculus mus. Proin vel arcu	0
266	415	50	11	238	filmy	tellus justo sit amet nulla. Donec non	elit. Nulla facilisi. Sed neque.	1
725	399	53	12	338	kniha	vitae purus gravida sagittis.	nv csiipagiaelmManeii idetfifc jt ltanceisn ,.lse t stri,nl e suamgao	0
669	404	230	4	486	kniha	magnis dis parturient montes,	hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et,	1
800	151	133	12	87	filmy	eu tellus eu augue porttitor interdum. Sed auctor	enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula	0
761	373	105	5	202	hry	sit amet, dapibus id, blandit at, nisi.	inceptos hymenaeos. Mauris ut quam vel	1
735	408	99	1	58	hry	sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque	Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt	0
537	134	42	8	10	hry	Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet.	magna. Cras convallis convallis dolor.	1
609	318	133	5	514	kniha	massa lobortis ultrices. Vivamus	up ul teuu liaapu.iasumcoia Pmv lh emeste s .iallmtgtrnife esNrasa is 	0
781	112	212	8	110	filmy	montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse	vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec	1
307	293	42	5	101	filmy	Sed nec metus facilisis lorem tristique	parturient montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor velit.	0
325	263	172	2	376	filmy	velit justo nec ante. Maecenas mi	vitae, aliquet nec, imperdiet nec, leo. Morbi neque	1
86	380	4	2	325	hry	vestibulum massa rutrum magna. Cras convallis convallis dolor.	 saupt,pe liiioramua smt r	0
959	240	155	2	449	filmy	id nunc interdum feugiat. Sed nec metus facilisis lorem	go ien  vnbsIcrrh Dsuaetn,ocuria.ht ensiemt e	1
812	129	258	8	511	kniha	et malesuada fames ac turpis	gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus	0
688	145	31	1	507	kniha	natoque penatibus et magnis dis parturient montes, nascetur	Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus	1
838	92	264	10	299	hry	Proin nisl sem, consequat	ipsum ac mi eleifend egestas. Sed pharetra, felis eget	0
686	126	204	1	504	hry	ulloiiunru.te.a ntqIrIcc i eierqAm lm  iearlsgetmult udntacgnsai	adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	1
225	339	115	10	135	filmy	laoreet, libero et tristique pellentesque, tellus	iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci.	0
412	226	231	7	83	hry	est arcu ac orci. Ut semper pretium neque. Morbi quis	odio vel est tempor bibendum. Donec felis orci,	1
130	227	145	6	460	kniha	dictum eleifend, nunc risus	pharetra nibh. Aliquam ornare, libero at auctor	0
880	291	137	9	99	filmy	Sed eget lacus. Mauris non dui	lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer	1
274	276	103	1	384	filmy	mi felis, adipiscing fringilla,	justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc	0
2	173	162	7	504	kniha	ac turpis egestas. Aliquam fringilla	sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec	1
772	110	64	11	99	hry	ipsum dolor sit amet, consectetuer adipiscing elit.	nec ante. Maecenas mi felis, adipiscing fringilla, porttitor vulputate, posuere vulputate,	0
36	362	103	11	429	kniha	eget mollis lectus pede	Fusce aliquam, enim nec tempus scelerisque, lorem ipsum	1
35	435	97	1	477	kniha	est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh	mollis non, cursus non, egestas a, dui.	0
3	47	77	4	215	hry	eget lacus. Mauris non dui nec urna	ac mi eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris	1
836	96	49	1	117	filmy	 lci uuteedssn Dmh Psoroiirimotderslae iast oasom. n . lug	vestibulum. Mauris magna. Duis dignissim	0
711	422	280	5	183	anhik	massa lobortis ultrices. Vivamus	sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed	1
95	163	142	10	273	filmy	sodales nisi magna sed dui.	a feugiat tellus lorem eu metus. In	0
666	354	107	8	122	filmy	nibh enim, gravida sit amet, dapibus	fringilla ornare placerat, orci lacus vestibulum lorem, sit amet	1
282	237	74	11	155	kniha	ut eros non enim commodo hendrerit. Donec porttitor tellus non	ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae	0
944	171	1	4	435	kniha	eget lacus. Mauris non dui nec urna	magna. Duis dignissim tempor arcu. Vestibulum ut eros	1
506	402	135	12	182	hry	nec tellus. Nunc lectus pede, ultrices a,	aliquam adipiscing lacus. Ut nec urna et arcu	0
858	251	167	6	35	kniha	nisi nibh lacinia orci, consectetuer euismod	neque. Sed eget lacus. Mauris non dui nec urna suscipit	1
256	268	76	12	452	filmy	Etiam imperdiet dictum magna. Ut tincidunt orci quis	mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna.	0
124	17	237	5	177	hry	auctor, nunc nulla vulputate dui, nec tempus	laoreet ipsum. Curabitur consequat, lectus	1
84	207	113	2	1	kniha	a, facilisis non, bibendum sed, est. Nunc laoreet	mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie	0
208	451	95	4	334	filmy	eeosarsUmci   ttrac.uec  pr	unicg ticepanr.pub nclm saooineotsidos esrriiatn i.iniMm  id	1
129	223	181	8	314	filmy	Maecenas mi felis, adipiscing fringilla, porttitor	ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a,	0
222	46	20	7	265	filmy	nec urna et arcu	lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum	1
219	285	211	10	60	filmy	Donec tempor, est ac mattis	Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec	0
10	278	49	8	275	kniha	porttitor eros nec tellus. Nunc lectus	placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris	1
775	18	122	10	93	kniha	 nsc,,smiou  ieldlr,cua s	consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis. Nullam	0
145	60	212	7	385	kniha	a feugiat tellus lorem eu metus. In lorem. Donec elementum,	magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus. Nulla	1
460	402	209	10	163	filmy	neiCouaet u snuPtia qdomees sr.uc i	ornare. Fusce mollis. Duis sit amet diam	0
612	318	129	8	450	myilf	nulla. Donec non justo. Proin	elit. Nulla facilisi. Sed neque. Sed	1
498	297	166	6	374	filmy	accumsan neque et nunc. Quisque	varius orci, in consequat enim diam vel arcu. Curabitur ut	0
295	369	210	12	326	hry	ipsum sodales purus, in molestie	ligula. Aenean euismod mauris eu elit.	1
702	59	24	12	105	hry	amet lorem semper auctor. Mauris vel turpis. Aliquam	laoreet ipsum. Curabitur consequat, lectus	0
68	173	89	5	30	kniha	eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula	Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare,	1
48	316	88	5	141	filmy	eget, venenatis a, magna. Lorem ipsum dolor	u.cueirim ut au..rscur.sccNM sibn D  so  aaDrnosgaseie	0
360	153	113	10	293	kniha	felis. Donec tempor, est	lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor	1
471	350	57	7	368	kniha	ultricies dignissim lacus. Aliquam rutrum lorem	Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus	0
530	176	29	3	310	hry	mollis. Phasellus libero mauris, aliquam eu, accumsan sed,	elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu	1
310	77	120	8	79	hry	lectus, a sollicitudin orci	vitae, aliquet nec, imperdiet nec, leo. Morbi neque	0
818	385	101	7	27	filmy	mi enim, condimentum eget, volutpat ornare, facilisis eget,	orci, adipiscing non, luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue	1
400	278	84	12	189	hry	Suspendisse dui. Fusce diam nunc, ullamcorper	fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices	0
673	126	262	6	206	kniha	nibh enim, gravida sit amet, dapibus	lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et,	1
130	288	278	10	462	kniha	eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula.	Curabitur dictum. Phasellus in felis. Nulla tempor augue ac	0
667	328	24	12	364	kniha	Curabitur sed tortor. Integer	Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec	1
427	37	146	10	489	rhy	scelerisque mollis. Phasellus libero mauris, aliquam eu,	scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque mollis.	0
204	86	182	9	282	kniha	velit justo nec ante. Maecenas mi	euismod et, commodo at, libero. Morbi accumsan laoreet	1
413	330	262	11	151	filmy	at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem	nec quam. Curabitur vel lectus. Cum sociis natoque penatibus et magnis dis	0
100	413	101	1	343	kniha	nulla. Donec non justo. Proin	Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh.	1
